action_id,loan_id,customer_id,collector_id,action_date,action_type,action_result,promise_to_pay_date,promise_amount,next_follow_up_date
A00002132,L001860,C02241,CL017,2025-10-10,Call,Promise to Pay,2025-10-22,416116,2025-10-11
A00002133,L001860,C02241,CL034,2025-12-13,Push,Promise to Pay,2025-12-27,148530,2025-12-16
A00002134,L001860,C02241,CL024,2025-12-13,Call,Refused,,,2025-12-16
A00002135,L001860,C02241,CL027,2025-11-05,Email,Promise to Pay,2025-11-12,108934,2025-11-08
A00002136,L001860,C02241,CL019,2025-12-04,Email,Refused,,,2025-12-05
A00002137,L001874,C00339,CL003,2025-12-16,Call,No Answer,,,2025-12-22
A00002138,L001874,C00339,CL012,2025-12-28,Call,Refused,,,2026-01-01
A00002139,L001874,C00339,CL007,2025-12-15,Field Visit,Promise to Pay,2025-12-24,103163,2025-12-19
A00002140,L001879,C02013,CL001,2025-12-11,Field Visit,Paid,,,2025-12-15
A00002141,L001879,C02013,CL009,2025-12-11,Call,Promise to Pay,2025-12-12,194208,2025-12-20
A00002142,L001881,C01356,CL026,2025-11-13,Push,No Answer,,,2025-11-14
A00002143,L001881,C01356,CL030,2025-11-27,SMS,Rescheduled,,,2025-11-30
A00002144,L001881,C01356,CL023,2025-12-10,Push,Promise to Pay,2025-12-11,333834,2025-12-15
A00002145,L001881,C01356,CL030,2025-10-28,Push,No Answer,,,2025-11-07
A00002146,L001881,C01356,CL024,2025-10-26,SMS,Promise to Pay,2025-10-28,203630,2025-10-27
A00002147,L001881,C01356,CL019,2025-10-22,Field Visit,Refused,,,2025-10-25
A00002148,L001881,C01356,CL016,2025-11-06,Call,Promise to Pay,2025-11-15,854039,2025-11-10
A00002149,L001884,C00869,CL006,2025-12-16,Call,No Answer,,,2025-12-23
A00002150,L001884,C00869,CL003,2025-12-19,Push,Refused,,,2025-12-25
A00002151,L001884,C00869,CL001,2025-12-16,Push,Refused,,,2025-12-18
A00002152,L001884,C00869,CL002,2025-12-16,SMS,No Answer,,,2025-12-17
A00002153,L001884,C00869,CL012,2025-12-19,Push,Refused,,,2025-12-23
A00002154,L001885,C01779,CL013,2025-12-01,Push,No Answer,,,2025-12-04
A00002155,L001890,C01860,CL002,2025-12-01,Field Visit,No Answer,,,2025-12-10
A00002156,L001890,C01860,CL015,2025-12-07,Call,Paid,,,2025-12-15
A00002157,L001893,C02013,CL009,2025-12-04,SMS,Paid,,,2025-12-07
A00002158,L001893,C02013,CL011,2025-11-27,Field Visit,Wrong Number,,,2025-11-29
A00002159,L001893,C02013,CL003,2025-11-25,Call,No Answer,,,2025-12-04
A00002160,L001897,C00376,CL008,2025-12-31,SMS,Paid,,,2026-01-07
A00002161,L001897,C00376,CL010,2025-12-31,Field Visit,Refused,,,2026-01-07
A00002162,L001897,C00376,CL005,2025-12-31,Call,Paid,,,2026-01-02
A00002163,L001903,C02156,CL009,2025-12-08,Email,No Answer,,,2025-12-13
A00002164,L001903,C02156,CL001,2025-11-12,Call,Promise to Pay,2025-11-14,598585,2025-11-17
A00002165,L001903,C02156,CL011,2025-11-21,Call,No Answer,,,2025-11-23
A00002166,L001903,C02156,CL003,2025-11-15,Call,Promise to Pay,2025-11-24,2511078,2025-11-21
A00002167,L001906,C00471,CL022,2025-12-15,Call,Paid,,,2025-12-25
A00002168,L001906,C00471,CL019,2025-12-16,Push,Paid,,,2025-12-23
A00002169,L001909,C00723,CL017,2025-10-10,Call,Promise to Pay,2025-10-16,181702,2025-10-14
A00002170,L001909,C00723,CL016,2025-11-23,Email,Promise to Pay,2025-11-26,349096,2025-12-03
A00002171,L001909,C00723,CL018,2025-12-13,Call,No Answer,,,2025-12-22
A00002172,L001909,C00723,CL022,2025-10-18,SMS,No Answer,,,2025-10-21
A00002173,L001909,C00723,CL023,2025-10-20,Call,No Answer,,,2025-10-28
A00002174,L001909,C00723,CL017,2025-12-04,Call,No Answer,,,2025-12-12
A00002175,L001909,C00723,CL023,2025-12-14,Email,No Answer,,,2025-12-24
A00002176,L001909,C00723,CL027,2025-11-28,Call,No Answer,,,2025-12-08
A00002177,L001912,C01154,CL018,2025-09-19,Call,No Answer,,,2025-09-27
A00002178,L001912,C01154,CL036,2025-11-13,SMS,No Answer,,,2025-11-14
A00002179,L001912,C01154,CL033,2025-11-05,Push,Promise to Pay,2025-11-09,217090,2025-11-09
A00002180,L001912,C01154,CL041,2025-09-05,SMS,Promise to Pay,2025-09-17,113825,2025-09-13
A00002181,L001912,C01154,CL042,2025-11-09,Push,Paid,,,2025-11-17
A00002182,L001912,C01154,CL043,2025-09-27,Call,Promise to Pay,2025-10-02,161906,2025-10-02
A00002183,L001912,C01154,CL039,2025-11-10,SMS,Promise to Pay,2025-11-13,390511,2025-11-18
A00002184,L001912,C01154,CL020,2025-10-24,Field Visit,Paid,,,2025-10-26
A00002185,L001914,C00788,CL005,2025-12-21,Call,No Answer,,,2025-12-25
A00002186,L001914,C00788,CL002,2025-12-20,Call,Rescheduled,,,2025-12-25
A00002187,L001918,C01963,CL015,2025-12-12,Call,Paid,,,2025-12-13
A00002188,L001918,C01963,CL001,2025-12-11,SMS,Promise to Pay,2025-12-12,3054814,2025-12-17
A00002189,L001918,C01963,CL010,2025-12-11,Push,Promise to Pay,2025-12-17,1556958,2025-12-21
A00002190,L001918,C01963,CL002,2025-12-12,Field Visit,Paid,,,2025-12-13
A00002191,L001925,C00354,CL021,2025-11-16,Call,No Answer,,,2025-11-17
A00002192,L001925,C00354,CL029,2025-12-18,SMS,No Answer,,,2025-12-21
A00002193,L001931,C01100,CL004,2025-12-05,Field Visit,Paid,,,2025-12-09
A00002194,L001931,C01100,CL005,2025-12-08,SMS,Promise to Pay,2025-12-17,105737,2025-12-10
A00002195,L001931,C01100,CL015,2025-12-10,Call,Rescheduled,,,2025-12-13
A00002196,L001931,C01100,CL005,2025-12-09,Field Visit,Paid,,,2025-12-17
A00002197,L001931,C01100,CL011,2025-12-07,SMS,Rescheduled,,,2025-12-17
A00002198,L001936,C02069,CL007,2025-12-18,Call,No Answer,,,2025-12-19
A00002199,L001936,C02069,CL009,2025-12-13,Email,Paid,,,2025-12-22
A00002200,L001936,C02069,CL009,2025-12-24,Call,Refused,,,2026-01-01
A00002201,L001938,C02085,CL021,2025-11-27,Field Visit,Rescheduled,,,2025-12-03
A00002202,L001938,C02085,CL023,2025-11-23,SMS,Refused,,,2025-11-30
A00002203,L001938,C02085,CL016,2025-11-16,Call,No Answer,,,2025-11-20
A00002204,L001938,C02085,CL018,2025-12-19,Call,No Answer,,,2025-12-28
A00002205,L001938,C02085,CL016,2025-12-06,Push,No Answer,,,2025-12-09
A00002206,L001940,C01431,CL010,2025-12-28,Push,Promise to Pay,2026-01-04,276919,2025-12-31
A00002207,L001941,C00803,CL024,2025-12-02,Call,No Answer,,,2025-12-03
A00002208,L001941,C00803,CL023,2025-11-10,Call,No Answer,,,2025-11-17
A00002209,L001941,C00803,CL022,2025-12-02,Call,Promise to Pay,2025-12-03,1120109,2025-12-08
A00002210,L001945,C01703,CL022,2025-12-07,Email,Promise to Pay,2025-12-13,345772,2025-12-14
A00002211,L001945,C01703,CL030,2025-11-08,Field Visit,Rescheduled,,,2025-11-11
A00002212,L001945,C01703,CL021,2025-11-07,Field Visit,Promise to Pay,2025-11-17,346595,2025-11-10
A00002213,L001945,C01703,CL016,2025-10-27,Field Visit,Paid,,,2025-11-04
A00002214,L001945,C01703,CL025,2025-11-17,Push,No Answer,,,2025-11-19
A00002215,L001945,C01703,CL024,2025-11-14,Call,Rescheduled,,,2025-11-19
A00002216,L001945,C01703,CL020,2025-11-13,SMS,Paid,,,2025-11-15
A00002217,L001945,C01703,CL016,2025-11-06,Call,No Answer,,,2025-11-13
A00002218,L001946,C02157,CL028,2025-12-19,Push,No Answer,,,2025-12-25
A00002219,L001946,C02157,CL027,2025-12-02,SMS,Promise to Pay,2025-12-09,419378,2025-12-08
A00002220,L001946,C02157,CL017,2025-11-22,Push,Rescheduled,,,2025-11-23
A00002221,L001946,C02157,CL024,2025-11-11,Push,Rescheduled,,,2025-11-13
A00002222,L001946,C02157,CL024,2025-11-05,Field Visit,Rescheduled,,,2025-11-13
A00002223,L001946,C02157,CL029,2025-12-12,SMS,Paid,,,2025-12-20
A00002224,L001946,C02157,CL016,2025-12-01,SMS,Wrong Number,,,2025-12-08
A00002225,L001947,C02312,CL022,2025-11-29,Call,Refused,,,2025-12-01
A00002226,L001947,C02312,CL024,2025-12-12,Call,No Answer,,,2025-12-18
A00002227,L001947,C02312,CL018,2025-11-30,Push,Promise to Pay,2025-12-04,112941,2025-12-04
A00002228,L001947,C02312,CL029,2025-11-21,Email,Rescheduled,,,2025-11-26
A00002229,L001947,C02312,CL017,2025-11-24,Push,Wrong Number,,,2025-11-25
A00002230,L001947,C02312,CL028,2025-12-01,SMS,Promise to Pay,2025-12-06,106247,2025-12-04
A00002231,L001947,C02312,CL030,2025-11-22,Call,Wrong Number,,,2025-11-24
A00002232,L001949,C00699,CL013,2025-12-20,SMS,Rescheduled,,,2025-12-22
A00002233,L001949,C00699,CL005,2025-12-14,Call,Promise to Pay,2025-12-20,1268429,2025-12-15
A00002234,L001952,C02446,CL006,2025-12-11,Call,Paid,,,2025-12-14
A00002235,L001953,C01985,CL042,2025-10-14,Call,No Answer,,,2025-10-17
A00002236,L001953,C01985,CL029,2025-10-20,Email,Rescheduled,,,2025-10-24
A00002237,L001953,C01985,CL035,2025-08-29,Push,No Answer,,,2025-08-30
A00002238,L001953,C01985,CL016,2025-08-24,SMS,Paid,,,2025-08-30
A00002239,L001953,C01985,CL021,2025-10-18,Field Visit,Promise to Pay,2025-11-01,515458,2025-10-20
A00002240,L001953,C01985,CL020,2025-08-20,Call,Promise to Pay,2025-08-29,601048,2025-08-23
A00002241,L001953,C01985,CL042,2025-09-13,Field Visit,Rescheduled,,,2025-09-19
A00002242,L001953,C01985,CL038,2025-10-22,Push,Paid,,,2025-10-31
A00002243,L001954,C01653,CL003,2025-12-15,Call,Promise to Pay,2025-12-23,1345642,2025-12-18
A00002244,L001954,C01653,CL015,2025-12-12,Call,Refused,,,2025-12-20
A00002245,L001954,C01653,CL013,2025-12-15,SMS,No Answer,,,2025-12-24
A00002246,L001961,C00830,CL004,2025-11-30,Call,No Answer,,,2025-12-10
A00002247,L001971,C02202,CL012,2025-12-22,SMS,Rescheduled,,,2025-12-24
A00002248,L001974,C01864,CL006,2025-12-14,Push,Paid,,,2025-12-19
A00002249,L001975,C00807,CL021,2025-11-20,Call,Paid,,,2025-11-24
A00002250,L001975,C00807,CL027,2025-12-09,SMS,No Answer,,,2025-12-14
A00002251,L001975,C00807,CL016,2025-11-19,Email,No Answer,,,2025-11-27
A00002252,L001981,C00759,CL028,2025-11-04,Email,Promise to Pay,2025-11-11,401842,2025-11-06
A00002253,L001981,C00759,CL018,2025-11-04,Call,Paid,,,2025-11-09
A00002254,L001981,C00759,CL030,2025-11-03,Call,No Answer,,,2025-11-05
A00002255,L001981,C00759,CL027,2025-10-09,Field Visit,Promise to Pay,2025-10-23,159031,2025-10-19
A00002256,L001981,C00759,CL029,2025-10-30,Push,Promise to Pay,2025-11-04,721979,2025-11-04
A00002257,L001981,C00759,CL016,2025-11-03,Push,Promise to Pay,2025-11-17,261066,2025-11-10
A00002258,L001981,C00759,CL023,2025-10-02,Email,No Answer,,,2025-10-09
A00002259,L001981,C00759,CL023,2025-11-15,Push,Rescheduled,,,2025-11-17
A00002260,L001985,C00255,CL041,2025-08-16,Push,No Answer,,,2025-08-25
A00002261,L001985,C00255,CL025,2025-08-11,Call,Rescheduled,,,2025-08-16
A00002262,L001985,C00255,CL037,2025-09-19,Call,Paid,,,2025-09-20
A00002263,L001985,C00255,CL032,2025-09-15,Push,Promise to Pay,2025-09-29,2342520,2025-09-18
A00002264,L001985,C00255,CL034,2025-09-12,Call,Refused,,,2025-09-14
A00002265,L001985,C00255,CL028,2025-08-12,Push,Promise to Pay,2025-08-26,1601176,2025-08-18
A00002266,L001985,C00255,CL034,2025-09-09,SMS,No Answer,,,2025-09-13
A00002267,L001985,C00255,CL016,2025-08-10,Field Visit,No Answer,,,2025-08-15
A00002268,L001985,C00255,CL038,2025-10-19,Call,Paid,,,2025-10-20
A00002269,L001985,C00255,CL043,2025-09-08,Call,Promise to Pay,2025-09-14,3894004,2025-09-11
A00002270,L001987,C00814,CL030,2025-08-09,SMS,Promise to Pay,2025-08-11,104852,2025-08-10
A00002271,L001987,C00814,CL024,2025-08-17,SMS,Refused,,,2025-08-23
A00002272,L001987,C00814,CL043,2025-08-28,Call,Promise to Pay,2025-08-29,154894,2025-09-05
A00002273,L001987,C00814,CL025,2025-11-01,Email,Promise to Pay,2025-11-07,240596,2025-11-03
A00002274,L001987,C00814,CL039,2025-09-26,Call,Promise to Pay,2025-09-29,223329,2025-09-28
A00002275,L001987,C00814,CL036,2025-10-10,Push,No Answer,,,2025-10-14
A00002276,L001987,C00814,CL017,2025-09-12,Email,Promise to Pay,2025-09-17,220800,2025-09-22
A00002277,L001987,C00814,CL016,2025-08-11,Push,Refused,,,2025-08-15
A00002278,L001987,C00814,CL025,2025-09-02,Call,No Answer,,,2025-09-11
A00002279,L001987,C00814,CL042,2025-08-20,Call,No Answer,,,2025-08-26
A00002280,L001987,C00814,CL043,2025-10-31,Call,Promise to Pay,2025-11-03,266583,2025-11-02
A00002281,L001993,C02086,CL013,2025-12-12,Field Visit,Paid,,,2025-12-19
A00002282,L001993,C02086,CL003,2025-12-11,Push,Rescheduled,,,2025-12-19
A00002283,L001998,C01876,CL022,2025-10-26,Email,Promise to Pay,2025-10-28,925654,2025-11-02
A00002284,L001998,C01876,CL044,2025-12-01,Call,No Answer,,,2025-12-10
A00002285,L001998,C01876,CL037,2025-11-15,Push,No Answer,,,2025-11-19
A00002286,L002006,C00615,CL011,2025-12-25,Push,Refused,,,2025-12-31
A00002287,L002006,C00615,CL012,2025-12-27,Push,Promise to Pay,2026-01-06,1540613,2026-01-03
A00002288,L002006,C00615,CL004,2025-12-24,Email,Paid,,,2025-12-28
A00002289,L002006,C00615,CL003,2025-12-25,Call,No Answer,,,2026-01-04
A00002290,L002016,C00766,CL016,2025-11-11,Call,Refused,,,2025-11-21
A00002291,L002016,C00766,CL020,2025-10-21,SMS,No Answer,,,2025-10-26
A00002292,L002021,C00727,CL001,2025-12-15,Email,No Answer,,,2025-12-22
A00002293,L002022,C01621,CL022,2025-11-23,Email,Promise to Pay,2025-11-27,124447,2025-11-24
A00002294,L002022,C01621,CL024,2025-11-21,SMS,Rescheduled,,,2025-11-22
A00002295,L002022,C01621,CL019,2025-11-20,Call,Promise to Pay,2025-11-27,159913,2025-11-21
A00002296,L002024,C00023,CL026,2025-11-04,Push,Rescheduled,,,2025-11-13
A00002297,L002024,C00023,CL017,2025-11-06,Push,No Answer,,,2025-11-07
A00002298,L002024,C00023,CL017,2025-12-05,Call,No Answer,,,2025-12-12
A00002299,L002024,C00023,CL020,2025-12-09,SMS,Rescheduled,,,2025-12-10
A00002300,L002024,C00023,CL027,2025-11-29,Call,Promise to Pay,2025-12-09,164604,2025-12-08
A00002301,L002025,C00346,CL027,2025-11-25,Call,Promise to Pay,2025-12-09,524962,2025-12-01
A00002302,L002025,C00346,CL023,2025-11-23,Push,No Answer,,,2025-11-29
A00002303,L002025,C00346,CL023,2025-11-24,SMS,No Answer,,,2025-11-28
A00002304,L002025,C00346,CL018,2025-11-02,Call,Paid,,,2025-11-08
A00002305,L002025,C00346,CL022,2025-11-16,SMS,Rescheduled,,,2025-11-22
A00002306,L002026,C00579,CL002,2025-12-14,SMS,Wrong Number,,,2025-12-16
A00002307,L002026,C00579,CL003,2025-12-11,Call,No Answer,,,2025-12-18
A00002308,L002031,C02470,CL012,2025-12-09,Call,Refused,,,2025-12-19
A00002309,L002031,C02470,CL004,2025-12-19,SMS,Refused,,,2025-12-21
A00002310,L002031,C02470,CL002,2025-12-15,Push,No Answer,,,2025-12-25
A00002311,L002033,C01747,CL016,2025-11-10,SMS,Refused,,,2025-11-13
A00002312,L002033,C01747,CL023,2025-11-29,Field Visit,Promise to Pay,2025-12-06,335479,2025-12-05
A00002313,L002033,C01747,CL026,2025-11-22,Call,Rescheduled,,,2025-11-23
A00002314,L002037,C01657,CL004,2025-11-24,Call,No Answer,,,2025-11-30
A00002315,L002037,C01657,CL001,2025-12-13,Email,No Answer,,,2025-12-20
A00002316,L002037,C01657,CL007,2025-12-06,Field Visit,Promise to Pay,2025-12-07,8545488,2025-12-08
A00002317,L002037,C01657,CL013,2025-11-25,Call,Paid,,,2025-11-29
A00002318,L002037,C01657,CL002,2025-11-21,Field Visit,No Answer,,,2025-11-25
A00002319,L002038,C00174,CL026,2025-12-19,Call,Promise to Pay,2025-12-20,879115,2025-12-20
A00002320,L002038,C00174,CL028,2025-12-13,SMS,Promise to Pay,2025-12-17,2194454,2025-12-20
A00002321,L002038,C00174,CL022,2025-11-18,SMS,No Answer,,,2025-11-19
A00002322,L002038,C00174,CL017,2025-12-05,Call,Refused,,,2025-12-15
A00002323,L002038,C00174,CL019,2025-12-27,Call,Rescheduled,,,2025-12-29
A00002324,L002038,C00174,CL026,2025-12-27,SMS,Refused,,,2026-01-04
A00002325,L002038,C00174,CL030,2025-12-20,Call,Promise to Pay,2026-01-01,335579,2025-12-29
A00002326,L002041,C01264,CL023,2025-11-15,Call,No Answer,,,2025-11-22
A00002327,L002041,C01264,CL023,2025-11-02,Call,Refused,,,2025-11-09
A00002328,L002041,C01264,CL019,2025-11-10,Push,Promise to Pay,2025-11-20,592866,2025-11-13
A00002329,L002041,C01264,CL019,2025-12-16,Push,No Answer,,,2025-12-22
A00002330,L002041,C01264,CL018,2025-11-02,SMS,No Answer,,,2025-11-11
A00002331,L002041,C01264,CL021,2025-12-13,Field Visit,Refused,,,2025-12-18
A00002332,L002041,C01264,CL025,2025-12-06,Call,Paid,,,2025-12-11
A00002333,L002041,C01264,CL018,2025-12-03,SMS,Promise to Pay,2025-12-04,1744076,2025-12-12
A00002334,L002043,C00901,CL028,2025-11-12,Call,No Answer,,,2025-11-19
A00002335,L002043,C00901,CL026,2025-10-24,Field Visit,Paid,,,2025-11-02
A00002336,L002043,C00901,CL021,2025-12-06,SMS,Rescheduled,,,2025-12-12
A00002337,L002043,C00901,CL028,2025-10-15,Email,Promise to Pay,2025-10-19,190355,2025-10-24
A00002338,L002043,C00901,CL017,2025-11-29,Call,Refused,,,2025-12-07
A00002339,L002043,C00901,CL017,2025-12-11,SMS,Refused,,,2025-12-12
A00002340,L002043,C00901,CL020,2025-11-26,Call,Rescheduled,,,2025-11-29
A00002341,L002043,C00901,CL030,2025-10-27,Call,Promise to Pay,2025-11-07,580764,2025-10-31
A00002342,L002044,C01703,CL029,2025-12-20,SMS,Promise to Pay,2025-12-31,445252,2025-12-26
A00002343,L002044,C01703,CL017,2025-11-23,Push,Promise to Pay,2025-12-05,1035005,2025-11-30
A00002344,L002044,C01703,CL029,2025-12-03,Push,Wrong Number,,,2025-12-08
A00002345,L002044,C01703,CL020,2025-12-21,Push,Wrong Number,,,2025-12-22
A00002346,L002044,C01703,CL024,2025-12-15,Push,Promise to Pay,2025-12-21,555175,2025-12-16
A00002347,L002044,C01703,CL026,2025-12-09,Push,Promise to Pay,2025-12-17,605346,2025-12-15
A00002348,L002044,C01703,CL016,2025-12-10,SMS,Promise to Pay,2025-12-17,465346,2025-12-15
A00002349,L002044,C01703,CL028,2025-12-21,Call,Refused,,,2025-12-28
A00002350,L002067,C00399,CL032,2025-10-31,Call,No Answer,,,2025-11-05
A00002351,L002067,C00399,CL040,2025-08-22,SMS,Rescheduled,,,2025-08-30
A00002352,L002067,C00399,CL041,2025-08-17,Push,Wrong Number,,,2025-08-21
A00002353,L002067,C00399,CL039,2025-09-26,Call,Promise to Pay,2025-10-01,380228,2025-10-04
A00002354,L002067,C00399,CL044,2025-10-27,SMS,No Answer,,,2025-11-04
A00002355,L002067,C00399,CL031,2025-09-30,Call,Rescheduled,,,2025-10-10
A00002356,L002067,C00399,CL017,2025-09-26,SMS,Promise to Pay,2025-10-09,139101,2025-09-27
A00002357,L002067,C00399,CL016,2025-09-04,Call,Refused,,,2025-09-10
A00002358,L002067,C00399,CL020,2025-10-26,SMS,Rescheduled,,,2025-10-29
A00002359,L002067,C00399,CL020,2025-10-29,Field Visit,Refused,,,2025-10-31
A00002360,L002067,C00399,CL022,2025-10-19,SMS,No Answer,,,2025-10-28
A00002361,L002069,C02373,CL014,2025-12-29,Call,Paid,,,2026-01-04
A00002362,L002073,C00791,CL018,2025-11-22,Push,No Answer,,,2025-11-23
A00002363,L002073,C00791,CL021,2025-11-22,Push,Wrong Number,,,2025-11-26
A00002364,L002073,C00791,CL030,2025-11-19,Call,No Answer,,,2025-11-20
A00002365,L002073,C00791,CL024,2025-11-26,SMS,No Answer,,,2025-11-30
A00002366,L002075,C02372,CL023,2025-12-24,Call,No Answer,,,2026-01-02
A00002367,L002075,C02372,CL025,2025-12-11,Field Visit,Promise to Pay,2025-12-22,131337,2025-12-16
A00002368,L002075,C02372,CL025,2025-11-08,SMS,Promise to Pay,2025-11-21,431998,2025-11-12
A00002369,L002075,C02372,CL030,2025-11-11,SMS,Promise to Pay,2025-11-25,468850,2025-11-18
A00002370,L002080,C00442,CL019,2025-11-26,Push,Paid,,,2025-11-28
A00002371,L002080,C00442,CL039,2025-11-22,Call,Promise to Pay,2025-11-23,609737,2025-11-27
A00002372,L002080,C00442,CL017,2025-10-31,Field Visit,Promise to Pay,2025-11-09,374640,2025-11-10
A00002373,L002080,C00442,CL020,2025-12-01,Call,Paid,,,2025-12-02
A00002374,L002080,C00442,CL027,2025-12-31,Call,Refused,,,2026-01-07
A00002375,L002086,C01354,CL030,2025-06-28,Call,Promise to Pay,2025-07-10,268407,2025-07-07
A00002376,L002086,C01354,CL039,2025-08-21,Push,Rescheduled,,,2025-08-28
A00002377,L002086,C01354,CL045,2025-06-29,Call,Promise to Pay,2025-07-09,3549305,2025-07-01
A00002378,L002086,C01354,CL022,2025-08-28,Push,Promise to Pay,2025-09-04,5403761,2025-09-02
A00002379,L002086,C01354,CL042,2025-09-12,SMS,Paid,,,2025-09-19
A00002380,L002086,C01354,CL036,2025-09-19,SMS,Rescheduled,,,2025-09-21
A00002381,L002086,C01354,CL044,2025-07-03,SMS,Promise to Pay,2025-07-11,951198,2025-07-04
A00002382,L002086,C01354,CL038,2025-07-07,Push,Rescheduled,,,2025-07-13
A00002383,L002086,C01354,CL041,2025-08-31,Call,Paid,,,2025-09-04
A00002384,L002090,C00586,CL005,2025-12-16,Email,Promise to Pay,2025-12-20,398191,2025-12-21
A00002385,L002096,C02311,CL026,2025-12-09,Field Visit,Promise to Pay,2025-12-13,856186,2025-12-14
A00002386,L002096,C02311,CL022,2025-12-06,Push,Promise to Pay,2025-12-09,255477,2025-12-13
A00002387,L002096,C02311,CL025,2025-12-15,Call,No Answer,,,2025-12-24
A00002388,L002096,C02311,CL018,2025-11-29,Call,No Answer,,,2025-12-09
A00002389,L002096,C02311,CL019,2025-12-23,Call,No Answer,,,2026-01-02
A00002390,L002096,C02311,CL027,2025-12-02,Push,Promise to Pay,2025-12-16,775054,2025-12-06
A00002391,L002096,C02311,CL027,2025-12-01,SMS,Refused,,,2025-12-11
A00002392,L002098,C00540,CL012,2025-12-11,Push,Paid,,,2025-12-16
A00002393,L002098,C00540,CL007,2025-12-09,SMS,Paid,,,2025-12-16
A00002394,L002098,C00540,CL005,2025-12-11,Push,Promise to Pay,2025-12-19,1042686,2025-12-17
A00002395,L002098,C00540,CL001,2025-12-10,Push,Promise to Pay,2025-12-12,836778,2025-12-12
A00002396,L002098,C00540,CL012,2025-12-09,SMS,No Answer,,,2025-12-17
A00002397,L002099,C01563,CL003,2025-11-26,Call,Paid,,,2025-11-27
A00002398,L002099,C01563,CL009,2025-11-23,Email,No Answer,,,2025-12-03
A00002399,L002099,C01563,CL011,2025-12-04,Push,Refused,,,2025-12-10
A00002400,L002105,C01301,CL023,2025-12-15,SMS,No Answer,,,2025-12-25
A00002401,L002105,C01301,CL028,2025-12-01,Call,No Answer,,,2025-12-02
A00002402,L002105,C01301,CL028,2025-11-17,Call,Paid,,,2025-11-21
A00002403,L002105,C01301,CL021,2025-11-24,Push,Promise to Pay,2025-11-25,379629,2025-11-27
A00002404,L002105,C01301,CL022,2025-12-24,Call,Promise to Pay,2025-12-29,168930,2025-12-27
A00002405,L002105,C01301,CL026,2025-12-02,Call,No Answer,,,2025-12-04
A00002406,L002107,C02010,CL002,2025-12-16,Field Visit,Promise to Pay,2025-12-29,178183,2025-12-25
A00002407,L002107,C02010,CL015,2025-12-08,SMS,Promise to Pay,2025-12-10,353156,2025-12-15
A00002408,L002108,C00063,CL027,2025-11-21,SMS,Paid,,,2025-12-01
A00002409,L002108,C00063,CL018,2025-11-08,Call,No Answer,,,2025-11-10
A00002410,L002108,C00063,CL021,2025-11-22,Push,Refused,,,2025-11-27
A00002411,L002108,C00063,CL021,2025-12-12,Call,No Answer,,,2025-12-21
